belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
standar,90000000.0,War Drama History,3683.0,en,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.",9.224494,2006-10-18,65900249.0,Flags of Our Fathers,6.7,532.0,0.7322249888888889,2006,"Ryan Phillippe, Adam Beach, Jesse Bradford, John Benjamin Hickey, John Slattery, Barry Pepper, Jamie Bell, Paul Walker, Robert Patrick, Neal McDonough, Melanie Lynskey, Chris Bauer, Gordon Clapp, Judith Ivey, Joseph Cross, Benjamin Walker, Alessandro Mastrobuono, Stark Sands, Ann Dowd, Beth Grant, Brian Kimmet, Jason Gray-Stanford, David Rasche, James Newman, Beth Tapper, Shakti Shannon, Scott Eastwood, Michael Cumpsty",Clint Eastwood
Resident Evil Collection,40000000.0,Action Horror Science Fiction,173897.0,en,"Picking up immediately after the events in Resident Evil: Retribution, Alice (Milla Jovovich) is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",0.75571,2016-12-23,312242626.0,Resident Evil: The Final Chapter,5.9,1139.0,7.80606565,2016,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts, Eoin Macken, Fraser James, Ruby Rose, William Levy, Rola, Ever Gabo Anderson, Lee Joon-gi, Jacob Evans",Paul W.S. Anderson
standar,37000000.0,Comedy Fantasy Romance,10096.0,en,"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",12.632595,2004-04-13,96455697.0,13 Going on 30,6.3,1260.0,2.6069107297297296,2004,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis, Kathy Baker, Samuel Ball, Marcia DeBonis, Phil Reeves, Sean Marquette, Christa Brittany  Allen, Kiersten Warren, Susan Egan, Lynn Collins, Renee Olstead, Alexandra Kyle, Alex Black, Joe Grifasi, Mary Pat Gleason, Ashley Benson, Brittany Curran, Brie Larson, Megan Lusk, Julia Roth, Sarah Loew, Philip Pavel, Maz Jobrani, Robinne Lee, Benita Krista Nall, Catherine Combs, Gia Mantegna, Sydni Beaudoin, George Hine, Irena Violette, Ian Barford, Sara Swain, Jim Gaffigan, Corena Chase, Crystal Michelle, Nadine Ellis, Adrian Armas, Carmit Bachar, Tyce Diorio, Stacey Harper, Brandon Henschel, Kadee Sweeney, Kimberly Wyatt, Nancy O'Meara, Scout Taylor-Compton, Tara Battani, Nicole Abisinio",Gary Winick
standar,5000000.0,Crime Drama Thriller,11826.0,en,"Gary is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past. Don.",5.819673,2000-09-13,0.0,Sexy Beast,7.0,219.0,0.0,2000,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, James Fox, Cavan Kendall, Julianne White, Álvaro Monje, Gérard Barray, Robert Atiko, Desirée Erasmus, Nieves del Amo Oruet, Terence Plummer, Eddie O'Connell, Chris Webb",Jonathan Glazer
standar,22000000.0,Drama Thriller,38363.0,en,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel.",6.303785,2010-05-20,24188922.0,Fair Game,6.5,239.0,1.0994964545454546,2010,"Naomi Watts, Sean Penn, Ty Burrell, Brooke Smith, Bruce McGill, Anand Tiwari, Jessica Hecht, Norbert Leo Butz, Rebecca Rigg, Tom McCarthy, Quinn Broggy, Nicholas Sadler, Ashley Gerasimovich, Michael Kelly, Noah Emmerich, David Denman, Anastasia Barzee, Tricia Munford",Doug Liman
standar,25000000.0,Comedy,353069.0,en,Intersecting stories with different moms collide on Mother's Day.,8.309565,2016-04-28,48418160.0,Mother's Day,5.8,391.0,1.9367264,2016,"Jennifer Aniston, Julia Roberts, Kate Hudson, Jason Sudeikis, Timothy Olyphant, Sarah Chalke, Margo Martindale, Jon Lovitz, Britt Robertson, Shay Mitchell, Jack Whitehall, Loni Love, Gianna Simone, Cameron Esposito, Aasif Mandvi, Jennifer Garner, Lucy Walsh, Sandra Taylor, Christine Lakin, Owen Vaccaro, Ella Anderson, Ariana Neal, Grayson Russell, Paul Vogt, Inder Kumar, Caleb Brown, Brandon Spink, Sam Marshall, Siena LaGambina, Joseph Leo Bwarie, Matthew Walker, Rob Nagle, Penny Marshall, Héctor Elizondo, Adreana Gonzalez, Lisa Roberts Gillan, Rory O'Malley, Hazel Moder, Robert Pine, Ayden Bivek, Anoush NeVart, Larry Miller, Donielle Artese, Sean O'Bryan, Wedil David, Kate Linder, Jessi Case, Beth Kennedy, Brittany Belt, Kevin Blake, Tracey Bonner, Drew Matthews, Gary Friedkin, Nicolette Noble, Tom Hines",Garry Marshall
Tinker Bell Collection,0.0,Animation Adventure Family Fantasy,44683.0,en,"During a summer stay on the mainland, Tinker Bell is accidentally discovered while investigating a little girl's fairy house. As the other fairies, led by the brash Vidia, launch a daring rescue in the middle of a fierce storm, Tink develops a special bond with the lonely, little girl.",5.963431,2010-08-13,0.0,Tinker Bell and the Great Fairy Rescue,6.3,225.0,0.0,2010,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné, Kristin Chenoweth, Angela Bartys, Rob Paulsen, Jeff Bennett, Jesse McCartney, Cara Dillon, Faith Prince",Bradley Raymond
standar,15000000.0,Fantasy,11639.0,en,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",13.524001,1982-12-17,40577001.0,The Dark Crystal,7.3,233.0,2.7051334,1982,"Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Steve Whitmire, Brian Muehl, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Barry Dennen, Michael Kilgarriff, Jerry Nelson, Thick Wilson, John Baddeley, David Buck, Charles Collingwood, Sean Barrett, Patrick Monckton, Susan Westerby, Joseph O'Conor","Jim Henson, Frank Oz"
standar,0.0,Drama Romance,6440.0,en,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,8.191094,2001-12-18,0.0,The Shipping News,6.4,112.0,0.0,2001,"Kevin Spacey, Julianne Moore, Cate Blanchett, Judi Dench, Pete Postlethwaite, Scott Glenn, Rhys Ifans, Gordon Pinsent, Jason Behr, Katherine Moennig, Larry Pine, Jeannetta Arnette",Lasse Hallström
standar,12500000.0,War Drama,14574.0,en,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",8.912738,2008-05-07,20416563.0,The Boy in the Striped Pyjamas,7.7,1492.0,1.63332504,2008,"Asa Butterfield, Jack Scanlon, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Amber Beattie, Sheila Hancock, Cara Horgan, Zac Mattoon O'Brien, Charlie Baker, Richard Johnson, Jim Norton, Domonkos Németh, Henry Kingsmill, Zsuzsa Holl, László Áron, Iván Verebély, Béla Fesztbaum",Mark Herman
standar,10000000.0,Romance Comedy Drama,13067.0,en,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",9.351276,2007-04-16,17500000.0,In the Land of Women,5.8,163.0,1.75,2007,"Meg Ryan, Kristen Stewart, Adam Brody, JoBeth Williams, Olympia Dukakis, Makenzie Vega Norfolk, Elena Anaya, Kelsey Keel, Danielle Savre, Gia Mantegna, Rob Reinis, Dustin Milligan, Graham Wardle, Elise Gatien, Christine Danielle, Beau Mirchoff, Clark Gregg, Ilyse Mimoun, Ginnifer Goodwin, Karin Konoval, Jeff Cunningham, Tamara Lovegrove, Brittany Starling, Kristin Ruff-Frederickson, Mike Vardy",Jon Kasdan
Dr. Dolittle Collection,70000000.0,Comedy Family Romance Fantasy,10808.0,en,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",7.906683,2001-06-22,176104344.0,Dr. Dolittle 2,4.9,422.0,2.515776342857143,2001,"Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt, Mandy Moore, John DiMaggio, Andy Richter, Denise Dowse, James Avery, Arnold Schwarzenegger, Andy Dick, Joey Lauren Adams, David Cross, Georgia Engel, Mike Epps, Jamie Kennedy, Tom Kenny, Cedric the Entertainer, David L. Lander, Michael McKean, Mandy Moore, Frankie Muniz, Bob Odenkirk, Reni Santoni, Hal Sparks, Renée Taylor, John Witherspoon, Lisa Kudrow, Crystal the Monkey, Kevin Pollak, Victor Raider-Wexler, Jeffrey Jones, Mark Griffin, Ken Hudson Campbell, Anne Stedman, Tommy Bush, Adam Vernier, Chris Marley, Shaun Robinson, Googy Gress, Lisa Marie Hugueley, Doug Seus, Louise Osbourne, Brie Hill Arbaugh, E.J. Wessel, Jodi Essex, Lawrence Pressman, Lil' Zane",Steve Carr
Blade Runner Collection,28000000.0,Science Fiction Drama Thriller,78.0,en,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,1982-06-25,33139618.0,Blade Runner,7.9,3833.0,1.1835577857142856,1982,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull, Kevin Thompson, John Edward Allen, Hy Pyke, Kimiko Hiroshige, Bob Okazaki, Carolyn DeMirjian, Ben Astar, Judith Burnett, Leo Gorcey Jr., Dawna Lee Heising, Sharon Hesky, Kelly Hine, Tom Hutchinson, Charles Knapp, Rose Mascari, Jirô Okazaki, Steve Pope, Robert Reiter, Alexis Rhee",Ridley Scott
standar,10000000.0,Comedy Drama Mystery Romance,308.0,en,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",6.589304,2005-05-17,45742101.0,Broken Flowers,6.8,359.0,4.5742101,2005,"Bill Murray, Julie Delpy, Sharon Stone, Tilda Swinton, Jessica Lange, Jeffrey Wright, Frances Conroy, Alexis Dziena, Heather Simms, Brea Frazier, Pell James, Nicole Abisinio, Ryan Donowho, Christopher McDonald, Chris Bauer, Chloë Sevigny, Mark Webber, Homer Murray, Larry Fessenden",Jim Jarmusch
The Twilight Collection,37000000.0,Adventure Fantasy Drama Romance,8966.0,en,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",31.282029,2008-11-20,392616625.0,Twilight,5.8,3688.0,10.611260135135135,2008,"Kristen Stewart, Robert Pattinson, Billy Burke, Taylor Lautner, Peter Facinelli, Ashley Greene, Jackson Rathbone, Elizabeth Reaser, Kellan Lutz, Nikki Reed, Anna Kendrick, Sarah Clarke, Gil Birmingham, Rachelle Lefevre, Cam Gigandet, Edi Gathegi, Michael Welch, Christian Serratos, Justin Chon, Tyson Houseman, Matt Bushell, Gregory Tyree Boyce, Ned Bellamy, José Zúñiga, Ayanna Berkshire, Stephenie Meyer",Catherine Hardwicke
standar,12000000.0,Romance Crime Drama,11027.0,en,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,8.049042,1981-03-20,0.0,The Postman Always Rings Twice,6.4,115.0,0.0,1981,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner, Anjelica Huston, John P. Ryan, William Traylor, Jon Van Ness, Brian Farrell, Albert Henderson, Christopher Lloyd, Don Calfa, Louis Turenne, Thomas Hill, Sam Edwards, Joni Palmer, Lionel Mark Smith, Virgil Frye, Brion James, Ron Flagge, Elsa Raven, James O'Connell, William Newman, Raleigh Bond, Glenn Shadix, Tani Guthrie, Carolyn Coates, Kopi Sotiropulos",Bob Rafelson
The Art of War Collection,40000000.0,Crime Action Adventure,11398.0,en,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",9.800232,2000-08-23,30199105.0,The Art of War,5.6,136.0,0.754977625,2000,"Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer, Michael Biehn, Cary-Hiroyuki Tagawa, Marie Matiko",Christian Duguay
standar,0.0,Crime Drama Romance Western,152748.0,en,The tale of an outlaw who escapes from prison and sets out across the Texas hills to reunite with his wife and the daughter he has never met.,5.086013,2013-07-03,1031243.0,Ain't Them Bodies Saints,6.1,144.0,0.0,2013,"Casey Affleck, Rooney Mara, Ben Foster, Rami Malek, Keith Carradine, Charles Baker, Nate Parker, Kentucker Audley, Turner Ross, Will Beinbrink, Kennadie Smith, Jacklynn Smith, Robert Longstreet, Augustine Frizzell, David Zellner, Frank Mosley, Annalee Jefferies, Gwen Waymon, Richard Jackson, Heather Kafka, Heather Kafka",David Lowery
standar,55000000.0,Action Adventure Fantasy,1729.0,en,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",6.997601,2008-04-18,127906624.0,The Forbidden Kingdom,6.3,476.0,2.325574981818182,2008,"Jackie Chan, Jet Li, Michael Angarano, Liu Yifei, Li Bingbing, Collin Chou, Morgan Benoit, Thomas McDonell, Jack Posobiec, Juana Collignon, Zhi Ma Gui, Shen Shou He, Bin Jiang, Shaohua Yang, Yu Yuan Zeng",Rob Minkoff
standar,30000000.0,Romance Drama Thriller Crime,43539.0,en,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",9.591425,2010-11-18,51148651.0,The Next Three Days,6.9,927.0,1.7049550333333334,2010,"Russell Crowe, Elizabeth Banks, Brian Dennehy, RZA, Moran Atias, Olivia Wilde, Jason Beghe, Nazanin Boniadi, Tyrone Giordano, Ty Simpkins, Liam Neeson, Jonathan Tucker, Lennie James, Michael Buie, Helen Carey, Remy Nozik, Aisha Hinds, Leslie Merrill, Daniel Stern, Rachel Deacon, Derek Cecil, Kaitlyn Wylde, Kevin Corrigan, Jeff Hochendoner, Lauren Haggis, James Ransone, Denise Dal Vera, Glenn Taranto, Lisa Ann Goldsmith, Veronica Brown, Patrick Brennan, Alissa Haggis, Allan Steele, Quantia Mali, Trudie Styler, David Flick, Sean Huze, Tamara Gorski, Patrick Brennan, Brenna McDonough, Melissa Jackson, Patrick McDade",Paul Haggis
Wolf Creek Collection,8000000.0,Horror Thriller,199534.0,en,"Lured by the promise of an Australian holiday, backpackers Rutger, Katarina, and Paul visit the notorious Wolf Creek Crater. Their dream Outback adventure soon becomes a horrific reality when they encounter the site’s most infamous local, the last man any traveler to the region ever wants to meet; Mick Taylor (John Jarratt).  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland. Only one will remain to be dragged back to his lair to witness the true magnitude of his monstrosity. And if the last man standing is to have any hope of surviving where no one else has survived before, he’ll have to use every ounce of cunning to outwit the man behind the monster and become every bit as ruthless as the monster inside the man.",6.842107,2013-08-30,9630444.0,Wolf Creek 2,5.9,156.0,1.2038055,2013,"John Jarratt, Bradley Friend, Ryan Corr, Shannon Ashlyn, Phillipe Klaus, Gerard Kennedy, Annie Byron, Shane Connor, Ben Gerrard, Chloé Boreham, Marsha Vassilevskaia, Sarah Roberts, Kate Englefield, Sebastian Freeman, Nic English",Greg McLean
